ID,Legante standard,Famiglia,Legante originale,Metallo,Sale metallico,Campione,Solvente,Co-linker/Additivo,Temperatura,Tempo ore,Vial/Beuta ml,Data raw,Data ISO,MM legante,MM sale,mmol legante,mmol sale,mg legante,mg sale,Rapporto L/M,Procedura sintetica,Stato XRD,Esito/Osservazioni,IR file,XRD file,TGA file,BET,Riferimento cartella,Tag,Duplicati potenziali,Note,Sorgente_Database,mmol metallo,mg metallo,Quantita additivo,Volume solvente,Procedimento / note,IR,XRD,TGA,Caratterizzazioni presenti,Foglio origine,Riga origine,Inserito il,Note future,Esito_ML
11,B5,Altro,B5,Ru,[Ru(p-cymene)Cl2]2,B.8,DCM,,T.A.,48,20,"08/04/26 17,45",2026-04-08,,612.39,,0.1,20.0,61.239,,separato il solido per centrifugazione. Lavato con diclorometano 2 volte sempre tramite centrifuga,Da valutare,,,,,,CurcumineMOFs,CurcumineMOF; MOF; Curcumina,,,CurcumineMOFs,,,,,,,,,,,,,,1.0
12,curc(III)_KC,Curcumina,curc(III)_KC,Zn,Zn(NO3)2*6H2O,B.9,DMF,,80,48,15,"14/04/26 17,30",2026-04-14,457.48,297.47,0.1,0.05,45.748,14.8735,2.0,"dopo 48 ore nessun precipitato, posto nella stufa a 100°C per 72h, ma ancora nessun precipitato, allora trasferito nella stufa a 120°, dopo 48h si è formato poco precipitato, filtrato e lavato con acetone.",Precipitato,,,,,,CurcumineMOFs,CurcumineMOF; MOF; Curcumina,,,CurcumineMOFs,,,,,,,,,,,,,,1.0
13,curc(III)_KC,Curcumina,curc(III)_KC,Zn,Zn(OAc)2*2H2O,B.10,DMF,,120,16,15,"15/04/26 17,30",2026-04-15,457.48,219.51,0.05,0.05,22.874,10.9755,1.0,dopo 16 ore si è formato già il precipitato nella vial,Amorfo,,"non molto sharpe, ma picco del carbonile shiftato rispetto al legante",Amorfo,,,CurcumineMOFs,CurcumineMOF; MOF; Curcumina,,,CurcumineMOFs,,,,,,,,,,,,,,0.0
14,curc(III),Curcumina,curc(III),Ni,Ni(NO3)2*6H2O,B.11,DMF/H2O,,80,48,8,"28/04/2026 18,30",2026-04-28,278.0,290.81,0.02,0.02,5.56,5.8162,1.0,nessun precipitato,Precipitato,,,,,,CurcumineMOFs,CurcumineMOF; MOF; Curcumina,,,CurcumineMOFs,,,,,,,,,,,,,,1.0
15,curc(III),Curcumina,curc(III),Co,Co(NO3)2*6H2O,B.12,DMF/H2O,,80,16,8,"28/04/2026 18,30",2026-04-28,278.0,291.04,0.02,0.02,5.56,5.8208,1.0,"Precipitato dopo già 16h, procedo con la caratterizzazione","pochi picchi, sharpe, ma poco intensi",Riprovare rapporto 1:2 legante-metallo e solo in DMF,,"pochi picchi, sharpe, ma poco intensi",,,CurcumineMOFs,CurcumineMOF; MOF; Curcumina,,Riprovare rapporto 1:2 legante-metallo e solo in DMF,CurcumineMOFs,,,,,,,,,,,,,,2.0
16,curc(III),Curcumina,curc(III),Ag,AgNO3,B.13,DMF/H2O,,80,48,10,"28/04/2026 18,30",2026-04-28,278.0,169.87,0.02,0.02,5.56,3.3974,1.0,"Argento metallizzato sulle pareti della vial dopo 16h, riprovo con ossido d'argento e vial scura",Da valutare,,,,,,CurcumineMOFs,CurcumineMOF; MOF; Curcumina,,,CurcumineMOFs,,,,,,,,,,,,,,1.0
17,curc(III),Curcumina,curc(III),Ag,Ag2O,B.14,DMF/H2O,,80,48,10,"29/04/2026 12,30",2026-04-29,278.0,231.74,0.02,0.02,5.56,4.6348,1.0,nessun precipitato,Precipitato,,,,,,CurcumineMOFs,CurcumineMOF; MOF; Curcumina,,,CurcumineMOFs,,,,,,,,,,,,,,1.0
18,curc(III),Curcumina,curc(III),Co,Co(Ac)2*4H2O,B.15,DMF,,80,24,10,"29/04/2026 15,30",2026-04-29,278.0,249.08,0.02,0.04,5.56,9.9632,0.5,"Precipitato fine, probabilmente meglio il nitro.",piatto,,,piatto,,,CurcumineMOFs,CurcumineMOF; MOF; Curcumina,,,CurcumineMOFs,,,,,,,,,,,,,,0.0
19,curc(III),Curcumina,curc(III),Ni,Ni(Ac)2*4H2O,B.16,DMF/EtOH,,100,48,8,"05/05/2026 11,30",2026-05-05,278.0,248.9,0.02,0.02,5.56,4.978,1.0,precipitato amorfo,Precipitato,,,,,,CurcumineMOFs,CurcumineMOF; MOF; Curcumina,,,CurcumineMOFs,,,,,,,,,,,,,,1.0
20,curc(III),Curcumina,curc(III),Ni,Ni(Ac)2*4H2O,B.17,DMF/MeOH,,100,48,8,"05/05/2026 11,30",2026-05-05,278.0,248.9,0.02,0.02,5.56,4.978,1.0,precipitato amorfo,Precipitato,,,,,,CurcumineMOFs,CurcumineMOF; MOF; Curcumina,,,CurcumineMOFs,,,,,,,,,,,,,,1.0
21,curc(III),Curcumina,curc(III),Co,Co(NO3)2*6H2O,B.18,DMF/H2O,,100,24,10,"05/05/2026 18,00",2026-05-05,278.0,291.04,0.02,0.02,5.56,5.8208,1.0,"non credo sia un MOF, sembrava sciogliersi in acetone, procedo con le varie caratterizzazioni. Precipitato tropppo poco per caratterizzazione",Precipitato,,,,,,CurcumineMOFs,CurcumineMOF; MOF; Curcumina,,,CurcumineMOFs,,,,,,,,,,,,,,1.0
22,curc(III),Curcumina,curc(III),Cu,Cu(NO3)2*3H2O,B.19,DMF/H2O,,100,24,10,"05/05/2026 18,00",2026-05-05,278.0,241.6,0.02,0.02,5.56,4.832,1.0,"Precipitato verdastro, ma molto amorfo",Precipitato,"Campione | Linker | Ione metallico | Ione metallico | Solvente | Temperatura °C | Procedimento | Tempo ore | Vials ml | Data inizio reazione | IR | XRD | TGA | BET B.20 | curc(III) | Zn(OAc)2*2H2O | Cu(OAc)2*H2O | DMF/H2O | 80.0 | 72.0 | 20.0 | 08/05/2026 11,30 | amorfo MM | 278.0 | 219.51 | 199.65 | 3 ml/6 ml Millimoli | 0.02 | 0.02 | 0.02 Milligrammi | 5.56 | 4.3902 | 3.993",,,,,CurcumineMOFs,CurcumineMOF; MOF; Curcumina,,"Campione | Linker | Ione metallico | Ione metallico | Solvente | Temperatura °C | Procedimento | Tempo ore | Vials ml | Data inizio reazione | IR | XRD | TGA | BET B.20 | curc(III) | Zn(OAc)2*2H2O | Cu(OAc)2*H2O | DMF/H2O | 80.0 | 72.0 | 20.0 | 08/05/2026 11,30 | amorfo MM | 278.0 | 219.51 | 199.65 | 3 ml/6 ml Millimoli | 0.02 | 0.02 | 0.02 Milligrammi | 5.56 | 4.3902 | 3.993",CurcumineMOFs,,,,,,,,,,,,,,1.0
23,curc(III),Curcumina,curc(III),Co,Co(NO3)2*6H2O,B.21,DMF/H2O,,80,72,10,"08/05/2026 11,30",2026-05-08,278.0,291.04,0.02,0.04,5.56,11.6416,0.5,,Da valutare,,"buono, picchi legante shiftati",,,,CurcumineMOFs,CurcumineMOF; MOF; Curcumina,,,CurcumineMOFs,,,,,,,,,,,,,,1.0
24,curc(III),Curcumina,curc(III),Co,Co(NO3)2*6H2O,B.22,DMSO,,80,72,10,"12/05/2026 17,30",2026-05-12,278.0,291.04,0.02,0.02,5.56,5.8208,1.0,nessun precipitato,Precipitato,,,,,,CurcumineMOFs,CurcumineMOF; MOF; Curcumina,,,CurcumineMOFs,,,,,,,,,,,,,,1.0
